Web Server (APP),Tahun,Bidang ,Total Current Live Websites,Current Customers (Websites),Location,Sales Revenue,Tech Spend,Social,Employees,Traffic,Current Live Webites by Country
Google Analytics,2020 - 2024,Application Performance,"32,740,315",scielo.br,Brazil,,$250+,,,Very High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",sicredi.com.br,Brazil,$528k+,$2000+,,,High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",reclameaqui.com.br,Brazil,,$2000+,"20,000+",100+,High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",bancointer.com.br,Brazil,,$2000+,"150,000+","1,000+",High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",timbrasil.com.br,Brazil,,$5000+,"500,000+",,-,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",dafiti.com.br,Brazil,,$5000+,"10,000+",,Medium,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",cifraclub.com.br,Brazil,,$2000+,"100,000+",,High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",kabum.com.br,Brazil,,$2000+,"50,000+",,High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",colaboraread.com.br,Brazil,,$2000+,,,-,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",todamateria.com.br,Brazil,,$250+,,,High,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",poder360.com.br,Brazil,$143k+,$500+,"20,000+",,Medium,"898,377"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",bvprecords.azurefd.net,Indonesia,,$2000+,,,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",shopee.co.id,Indonesia,,$5000+,"400,000+",,Very High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",brainly.co.id,Indonesia,,$2000+,,,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",cnbcindonesia.com,Indonesia,,$1000+,"20,000+",,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",digitaloceanspaces.com,Indonesia,,$2000+,"150,000+",100+,Very High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",chordtela.com,Indonesia,,$500+,100+,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",tvonenews.com,Indonesia,,$500+,"500,000+",,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",vidio.com,Indonesia,,$2000+,100+,,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",translate.google.co.id,Indonesia,,$5000+,"5,000,000+","100,000+",Very High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",cutt.ly,Indonesia,,$500+,250+,,Very High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",ovo.id,Indonesia,,$1000+,"10,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",ruangguru.com,Indonesia,,$5000+,"50,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",dana.id,Indonesia,,$2000+,"10,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",kumparan.com,Indonesia,,$2000+,"400,000+",100+,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",idntimes.com,Indonesia,,$2000+,"300,000+",100+,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",suara.com,Indonesia,,$1000+,"10,000+",100+,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",ricoh.com,Indonesia,,$10000+,,"10,000+",High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",komiku.id,Indonesia,,$0+,,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",halodoc.com,Indonesia,,$1000+,"2,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",kapanlagi.com,Indonesia,,$1000+,"1,500,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",gramedia.com,Indonesia,,$2000+,50+,"1,000+",High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",bola.com,Indonesia,,$1000+,"10,000+",,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",bolasport.com,Indonesia,,$500+,"150,000+",,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",disway.id,Indonesia,,$250+,,,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",mamikos.com,Indonesia,,$2000+,"1,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",kemkes.go.id,Indonesia,$2.1m+,$1000+,250+,,Very High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",kiryuu.id,Indonesia,,$250+,,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",orami.co.id,Indonesia,,$1000+,"2,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",ayobandung.com,Indonesia,,$500+,500+,,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",klikpendidikan.id,Indonesia,,$100+,,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",rekrutmenbersama.fhcibumn.id,Indonesia,,$250+,,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",flashscore.co.id,Indonesia,,$100+,250+,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",mypertamina.id,Indonesia,,$500+,"150,000+",,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",surabaya.go.id,Indonesia,$605k+,$5000+,250+,,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",prakerja.go.id,Indonesia,,$1000+,"1,500,000+",,Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",ayojakarta.com,Indonesia,,$500+,0+,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",coolrom.com.au,Indonesia,,$500+,,,-,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",zalora.co.id,Indonesia,,$5000+,"400,000+","1,000+",Medium,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",garena.co.id,Indonesia,,$5000+,"5,000+",,High,"107,905"
Google Analytics,2020 - 2024,Application Performance,"32,740,315",tirto.id,Indonesia,,$1000+,"400,000+",100+,Medium,"107,905"
Volusion,2020 - 2024,eCommerce,"5,678",web.archive.org,United States,,$10000+,"100,000+",100+,Very High,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",myvaporstore.com,United States,$129k+,$1000+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",shop.marquette.edu,United States,,$10000+,"10,000+",100+,Very High,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",store.articulate.com,United States,$327k+,$5000+,"10,000+",1+,Very High,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",asseenontvwebstore.com,United States,,$250+,50+,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",everythingattachments.com,United States,$162k+,$500+,,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",alegriashoeshop.com,United States,$50k+,$1000+,"5,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",easternleaf.com,United States,$243k+,$1000+,250+,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",shopmercy.mercycare.org,United States,,$2000+,"2,000+",,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",manhattanrugs.com,United States,$75k+,$1000+,"10,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",autodoorandhardware.com,United States,$32k+,$250+,500+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",atthefront.com,United States,$47k+,$500+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",alzstore.com,United States,$385k+,$500+,500+,,High,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",electricbargainstores.com,United States,$147k+,$500+,,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",exoticmeatmarkets.com,United States,$145k+,$250+,0+,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",marineandreef.com,United States,$163k+,$500+,,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",medicaldevicedepot.com,United States,$44k+,$500+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",ministryideaz.com,United States,$71k+,$1000+,"10,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",store.mercyships.org,United States,$51k+,$10000+,"10,000+",100+,High,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",etsgroup.us,United States,$126k+,$2000+,"50,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",ecodirect.com,United States,$105k+,$1000+,250+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",eautotools.com,United States,$82k+,$1000+,0+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",modelroundup.com,United States,$172k+,$500+,"2,000+",,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",store.atlantatrackclub.org,United States,$13k+,$1000+,,10+,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",giftshop.evergreenhealth.com,United States,,$2000+,"2,000+",,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",masdefense.com,United States,$30k+,$500+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",monkeydepot.com,United States,$31k+,$500+,250+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",aragonwatch.com,United States,$14k+,$250+,250+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",monsterjamsuperstore.com,United States,$60k+,$500+,"20,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",vwparts.aircooled.net,United States,$150k+,$500+,500+,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",expressmedals.com,United States,$34k+,$500+,50+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",medi-vet.com,United States,$48k+,$500+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",mobilehomepartsdepot.com,United States,$26k+,$250+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",armynavyusa.com,United States,$37k+,$500+,0+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",equalseal.com,United States,$28k+,$250+,0+,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",mooneyesusa.com,United States,$45k+,$500+,"2,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",allvikingparts.com,United States,$34k+,$500+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",aventissystems.com,United States,$249k+,$2000+,"2,000+",,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",exoticfragrances.com,United States,$59k+,$500+,,,-,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",enjoybettercoffee.com,United States,$228k+,$1000+,100+,,Medium,"5,177"
Volusion,2020 - 2024,eCommerce,"5,678",abcfireandsafety.com,Canada,$22k+,$250+,10+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",adorable-kids.com,Canada,$38k+,$500+,500+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",ahs-shop.ca,Canada,$28k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",yonaka.com,Canada,$47k+,$500+,50+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",glidergloves.com,Canada,$24k+,$250+,250+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",store.greenhillsghc.com,Canada,$1k+,$1000+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",faema.ca,Canada,$35k+,$500+,"2,000+",,-,164
Volusion,2020 - 2024,eCommerce,"5,678",figtreebooks.ca,Canada,$16k+,$100+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",finntrade.com,Canada,$17k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",sparrowslockpicks.ca,Canada,$32k+,$500+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",iconopower.com,Canada,$41k+,$500+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",idemigods.com,Canada,$30k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",indoboard.ca,Canada,$11k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",infernosonly.com,Canada,$28k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",inktoneroutlets.ca,Canada,$10k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",interiorelectronics.com,Canada,$11k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",iwerearendsonly.com,Canada,$18k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",diy-ejuice.com,Canada,$36k+,$500+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",store.denmanbikeshop.com,Canada,$1k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",store.dakotacreekretrievers.com,Canada,$1k+,$500+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",daymak1.com,Canada,$15k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",40belowfoods.com,Canada,$23k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",allenbuildingcentre.com,Canada,$14k+,$250+,250+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",alzstore.ca,Canada,$28k+,$500+,500+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",aspireportal.ca,Canada,,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",aucklandsheepskin.com,Canada,$28k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",autismawareness.ca,Canada,$20k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",fredericksphoto.com,Canada,$17k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",fushida.ca,Canada,$20k+,$250+,500+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",store.ggscorner.com,Canada,$1k+,$1000+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",gotwoodcastle.ca,Canada,$14k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",gouldhomerec.com,Canada,$29k+,$500+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",greatcanadiansoap.com,Canada,$122k+,$1000+,250+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",store.greatnorthcastle.ca,Canada,$1k+,$1000+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",gtbc.ca,Canada,$24k+,$500+,10+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",jfgunworks.ca,Canada,$25k+,$250+,"1,000+",,-,164
Volusion,2020 - 2024,eCommerce,"5,678",sabell.ca,Canada,$10k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",sabellcorp.com,Canada,$15k+,$250+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",saimedia.ca,Canada,,$50+,,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",scrapshotz.com,Canada,$22k+,$250+,500+,,-,164
Volusion,2020 - 2024,eCommerce,"5,678",a1housemovingboxes.co.uk,United Kingdom,$14k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",a1supplies.co.uk,United Kingdom,,$1000+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",aa2zsupply.co.uk,United Kingdom,$47k+,$500+,,1+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",acullc.com,United Kingdom,$30k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",adhesivedispensing.co.uk,United Kingdom,$69k+,$500+,,1+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",adhesivedispensing.net,United Kingdom,$28k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",fatgiraffe.co.uk,United Kingdom,$12k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",stencilgirlproducts.com,United Kingdom,$164k+,$500+,"10,000+",,Medium,124
Volusion,2020 - 2024,eCommerce,"5,678",iselectronics.co.uk,United Kingdom,$1k+,$50+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",iwoodesign.com,United Kingdom,$49k+,$500+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",jadoonline.com,United Kingdom,$15k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",darkcitygallery.com,United Kingdom,$22k+,$250+,"1,000+",,-,124
Volusion,2020 - 2024,eCommerce,"5,678",design2please.co.uk,United Kingdom,$14k+,$500+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",dictaphones.co.uk,United Kingdom,$34k+,$500+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",directbathroomandkitchen.co.uk,United Kingdom,$14k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",store.cufi.org.uk,United Kingdom,$10k+,$250+,500+,,Medium,124
Volusion,2020 - 2024,eCommerce,"5,678",algotronix-store.com,United Kingdom,$27k+,$250+,50+,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",alisonnash.co.uk,United Kingdom,$20k+,$250+,10+,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",antiques.direct,United Kingdom,$20k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",aquareefer.co.uk,United Kingdom,,$5000+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",arthritis-help-for-pets.com,United Kingdom,$27k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",askestateagents.com,United Kingdom,$1k+,$50+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",axesrus.co.uk,United Kingdom,$47k+,$500+,0+,1+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",francoisbouttier.co.uk,United Kingdom,$20k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",gemsoflondon.co.uk,United Kingdom,$37k+,$500+,250+,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",glamourkits.co.uk,United Kingdom,$14k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",gmfl.co.uk,United Kingdom,$25k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",goeducation.co.uk,United Kingdom,$59k+,$500+,,1+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",goliathcomputing.co.uk,United Kingdom,$51k+,$500+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",graphictec.co.uk,United Kingdom,,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",greenandwhite.co.uk,United Kingdom,$20k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",jpgelectronics.com,United Kingdom,$27k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",sandlizard.co.uk,United Kingdom,$20k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",sarahsherrington.com,United Kingdom,$26k+,$250+,50+,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",satcofoodcontainers.co.uk,United Kingdom,,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",sfsarmagh.com,United Kingdom,$11k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",directpartssupply.co.uk,United Kingdom,$15k+,$250+,,1+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",dlbfloristsupplies.co.uk,United Kingdom,$14k+,$250+,,,-,124
Volusion,2020 - 2024,eCommerce,"5,678",doorsandglass.net,United Kingdom,$20k+,$250+,,10+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",drakus.com,United Kingdom,$22k+,$250+,,1+,-,124
Volusion,2020 - 2024,eCommerce,"5,678",allisonscandies.com,Indonesia,$15k+,$250+,,,-,4
Volusion,2020 - 2024,eCommerce,"5,678",estershahaf.net,Indonesia,$28k+,$250+,,,-,4
Volusion,2020 - 2024,eCommerce,"5,678",central-locking-solutions.com.au,Indonesia,$25k+,$250+,,,-,4
Volusion,2020 - 2024,eCommerce,"5,678",central-locking-kits.com.au,Indonesia,,$250+,,,-,4
MailChimp,2020 - 2024,Marketing,"1,241,097",beautybox.walmart.com,United States,$50b+,$10000+,"750,000+","100,000+",Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",washingtonexaminer.com,United States,,$5000+,"10,000+",100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",wired.com,United States,,$10000+,"1,000,000+",1+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",pbs.org,United States,$21m+,$10000+,"10,000+",,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",grammy.com,United States,,$2000+,250+,"1,000+",Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",gardeningknowhow.com,United States,,$2000+,"20,000+",,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",parentingisnteasy.co,United States,,$250+,,,Medium,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",shop.pof.com,United States,,$5000+,,100+,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",houserepublicans.wa.gov,United States,,$10000+,"2,000+","10,000+",Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",farmersalmanac.com,United States,,$2000+,"10,000+",,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",blog.wikimedia.org,United States,$2.0m+,$5000+,250+,100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",georgetakei.com,United States,,$500+,"2,000,000+",,Medium,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",blog.fingerhut.com,United States,,$5000+,,"1,000+",Medium,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",cl.patagonia.com,United States,$3.6m+,$10000+,"400,000+","1,000+",Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",wikihow.com,United States,,$1000+,"20,000+",100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",publishersweekly.com,United States,,$500+,"500,000+",100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",wweek.com,United States,,$2000+,"100,000+",,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",fantasypros.com,United States,,$2000+,"50,000+",,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",medicalboard.georgia.gov,United States,,$5000+,500+,100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",highacreslandfill.wm.com,United States,$1.2m+,$10000+,"1,000+","10,000+",High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",dot.ga.gov,United States,,$10000+,"1,000+",,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",whitehouse.gov,United States,$21m+,$2000+,"2,000,000+",,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",who.int,United States,,$5000+,"150,000+","1,000+",Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",peta.org,United States,,$5000+,100+,100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",fee.org,United States,$222k+,$10000+,"10,000+",10+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",guidingtech.com,United States,,$2000+,"2,000+",1+,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",legis.wisconsin.gov,United States,,$5000+,"10,000+",100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",xonecole.com,United States,,$250+,"400,000+",,Medium,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",ftd.com,United States,$1.1m+,$10000+,"10,000+","1,000+",Medium,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",quantamagazine.org,United States,,$2000+,"100,000+",,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",politifact.com,United States,,$1000+,"400,000+",,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",giftcard.gianteagle.com,United States,$710k+,$5000+,"10,000+","10,000+",High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",wired2fish.com,United States,,$2000+,"200,000+",,Medium,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",poets.org,United States,,$250+,"200,000+",,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",weforum.org,United States,,$10000+,,100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",credits.gusto.com,United States,,$10000+,"5,000+","1,000+",High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",wnyc.org,United States,,$5000+,"2,000+",100+,Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",gmauthority.com,United States,,$250+,"2,000+",,High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",military.polaris.com,United States,$715m+,$10000+,"5,000+","10,000+",Very High,"588,820"
MailChimp,2020 - 2024,Marketing,"1,241,097",pcgamesn.com,United Kingdom,,$5000+,"50,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",physio-pedia.com,United Kingdom,$17k+,$500+,"10,000+",10+,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",gamesindustry.biz,United Kingdom,,$5000+,500+,1+,Very High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",wirefly.com,United Kingdom,,$500+,"5,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",gmod.facepunch.com,United Kingdom,$384k+,$500+,"2,000+",,High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",playstarbound.com,United Kingdom,,$500+,"20,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",football365.com,United Kingdom,,$2000+,"1,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",fivebooks.com,United Kingdom,$407k+,$500+,,1+,High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",plantbasednews.org,United Kingdom,,$2000+,"20,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",fool.co.uk,United Kingdom,,$2000+,"500,000+",,High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",getthegloss.com,United Kingdom,,$1000+,"10,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",parliament.uk,United Kingdom,$2.0m+,$2000+,"1,000,000+",,Very High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",datahub.packtpub.com,United Kingdom,,$5000+,"10,000+",100+,Very High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",centralusa.salvationarmy.org,United Kingdom,,$10000+,"20,000+",,High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",skillsyouneed.com,United Kingdom,$18k+,$1000+,"1,000+",1+,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",shortlist.com,United Kingdom,,$1000+,"20,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",sanuk.com,United Kingdom,$765k+,$5000+,"10,000+",,Medium,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",imf.org,United Kingdom,,$5000+,"1,000,000+","1,000+",Very High,"93,825"
MailChimp,2020 - 2024,Marketing,"1,241,097",justinguitar.com,United Kingdom,,$500+,"50,000+",,Medium,"93,825"
