DATASET UNTUK TREND APP YANG DIPASANG PADA LAYANAN VPS DALAM 5 TAHUN TERAKHIR;;;;;;;;;;;;;;;;;;;;;;;;;;;
Web Server (APP);Initial Release;Year of Sales Revenue;Bidang ;Total Current Live Websites;Sales Revenue (Mllion) in 2023;Current Customers (Websites) in 2024;Location;Sales Revenue Customer;Tech Spend;Social;Traffic;Current Live Webites by Country;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;flickr.com;France;;$2000+;750,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;netlify.com;France;;$10000+;50+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;staging-sso.dexerto.com;France;;$2000+;100,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;lt.loccitane.com;France;$1.1m+;$10000+;750,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;doctissimo.fr;France;;$2000+;10,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pearltrees.com;France;;$1000+;5,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;marmiton.org;France;;$2000+;20,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;frenchtoday.com;France;$245k+;$2000+;10,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;petzl.com;France;;$5000+;20,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;smartgrid.schneider-electric.com;France;;$10000+;100+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;de.everyday.sodexo.com;France;$100m+;$10000+;2,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;secondemain.sandro-paris.com;France;$770k+;$5000+;750,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;dotation.magnificat.net;France;;$500+;500+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;app.mailjet.com;France;;$10000+;250+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;summit.agorapulse.com;France;;$10000+;5,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;shop.adlice.com;France;$10k+;$250+;250+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;sav.demo.auchan.fr;France;;$5000+;2,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;merle.eleves.ens.fr;France;;$2000+;10,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;mattermost.focus-home.com;France;;$250+;20,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;sephora.fr;France;$913k+;$10000+;1,000,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;ouvrir-un-compte-en-ligne.societegenerale.fr;France;;$5000+;10,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;euro.venum.com;France;$611k+;$2000+;750,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;insead.edu;France;;$5000+;20,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;tf1.fr;France;;$5000+;50,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;transferts.edreams.fr;France;;$5000+;10,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;jeux.fourchette-et-bikini.fr;France;;$500+;500+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;renouveau.galerieslafayette.com;France;$855k+;$5000+;10,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;faq.guerlain.com;France;$703k+;$10000+;10,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;fromsmash.com;France;$474k+;$1000+;100+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;screening.iarc.fr;France;$204k+;$2000+;2,000+;Very High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;shop.thrustmaster.com;France;$31k+;$2000+;20,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;atlantico.fr;France;;$500+;20,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;offrepmr.michelin.fr;France;;$5000+;20,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;atelierdeschefs.fr;France;$228k+;$2000+;10,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;location.electrodepot.fr;France;$145k+;$2000+;2,000+;-;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;assistance.bouyguestelecom.fr;France;;$10000+;100,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;efoot.fff.fr;France;;$2000+;1,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;mattermost.inist.fr;France;;$500+;1,000+;High;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;mariefrance.fr;France;;$1000+;1,000+;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;account.mailpoet.com;France;$206k+;$2000+;;Medium;52299;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;shop.smashingmagazine.com;Germany;;$1000+;500,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;donate.epochtimes.com;Germany;;$2000+;10,000+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;yandex.com;Germany;;$10000+;5,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;reservations.getyourguide.com;Germany;$2.9m+;$10000+;2,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;10times.com;Germany;;$2000+;;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;babbel.com;Germany;;$10000+;20,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;developer.dhl.com;Germany;$100m+;$10000+;10,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;hugoboss.com;Germany;$3.0m+;$10000+;500+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;personal-health-care.pg.com;Germany;$100m+;$10000+;1,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;connect-de.feedback.ashampoo.com;Germany;$318k+;$2000+;5,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;app.airhelp.com;Germany;;$5000+;2,000+;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;mp3tag.de;Germany;;$1000+;500+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;erzgebirgepalace.com;Germany;$62k+;$500+;100+;-;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;mailstore.aesop.com;Germany;$827k+;$10000+;500,000+;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;mi.fu-berlin.de;Germany;;$2000+;50+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;affiliates.git-tower.com;Germany;;$1000+;;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;chat.fanatec.com;Germany;$466k+;$2000+;10,000+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;design.qrcode-monkey.com;Germany;;$2000+;250+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;cloudconvert.com;Germany;;$500+;1,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;shop.bild.de;Germany;;$5000+;250+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;vcita.com;Germany;;$5000+;500+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;stern.de;Germany;;$5000+;750,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pep.siemens-info.com;Germany;;$5000+;100,000+;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;reviews.io;Germany;;$2000+;10,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;console.stg.apester.com;Germany;;$2000+;500+;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;freefilesync.org;Germany;;$100+;;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;frieze.com;Germany;$31k+;$2000+;2,000+;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;fcbayern.com;Germany;;$5000+;3,000,000+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pdf2go.com;Germany;;$50+;50+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;forms.infosys.com;Germany;$100m+;$10000+;300,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;shop.poland.inyourpocket.com;Germany;$2.4m+;$2000+;1,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;iberlibro.com;Germany;$569k+;$5000+;2,000+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;my.bmw.com;Germany;$100m+;$10000+;;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;trust.blinkist.com;Germany;;$2000+;50,000+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;chefkoch.de;Germany;;$2000+;5,000+;High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;virtualpharmaassistants.basf.com;Germany;$100m+;$10000+;1,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;serviceportal.gala.de;Germany;;$5000+;150,000+;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;paintable.cc;Germany;;$2000+;100,000+;Medium;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;preplounge.com;Germany;;$500+;100+;-;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;phvpnj01.physiol.med.uni-muenchen.de;Germany;;$2000+;;Very High;36918;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;inspirasi.shopee.co.id;Indonesia;;$5000+;400,000+;Very High;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pay-staging.bridestory.com;Indonesia;;$2000+;1,000+;High;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;thread.zalora.co.id;Indonesia;;$2000+;400,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;awan.idcloudhost.com;Indonesia;;$1000+;500+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;emailer.stockbit.com;Indonesia;;$2000+;5,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;gumroad.jagodesain.com;Indonesia;;$100+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;seminar.skripsi.stis.ac.id;Indonesia;;$0+;;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;blog.id.aspireapp.com;Indonesia;;$5000+;0+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;ebook.mastel.id;Indonesia;$1k+;$50+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;engineering.shipper.id;Indonesia;$122k+;$5000+;10,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;polygonbikes.com;Indonesia;$19k+;$500+;1,000+;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;adonara.privy.id;Indonesia;;$5000+;100+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;bantuan.gobiz.co.id;Indonesia;;$2000+;10,000+;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;chat.sweetescape.com;Indonesia;;$2000+;300,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;support.pluang.com;Indonesia;;$5000+;250+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;rodalink.com;Indonesia;$235k+;$1000+;5,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;dev-silaban.akamigas.ac.id;Indonesia;;$10+;2,000+;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;dev.assemblrworld.com;Indonesia;;$2000+;5,000+;High;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;moselo.com;Indonesia;;$500+;20,000+;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;blog.syarq.com;Indonesia;;$500+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pustikom.unj.ac.id;Indonesia;;$500+;400,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;smilecosmetics.zenyum.com;Indonesia;$491k+;$5000+;;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;collabs.asliri.id;Indonesia;;$1000+;0+;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;a320typerating.com;Indonesia;$1k+;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;ibukotakita.com;Indonesia;$42k+;$500+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;recruitment.inti.co.id;Indonesia;;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;m.dojo.cc;Indonesia;;$1000+;;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;dummy.soviajewelry.com;Indonesia;$1k+;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;radeant.com;Indonesia;;$0+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pip-semarang.ac.id;Indonesia;;$100+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;pmb.uir.ac.id;Indonesia;$193k+;$2000+;10,000+;Medium;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;masjid.abdulmadjid.id;Indonesia;;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;foom.id;Indonesia;$152k+;$2000+;10,000+;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;uisp.abinet.id;Indonesia;;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;3tn.co.id;Indonesia;$1k+;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;7summitstravel.com;Indonesia;;$0+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;abrfurniturejepara.com;Indonesia;$1k+;$10+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;cms.absenin.id;Indonesia;;$250+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;humandesignx.com;Indonesia;;$50+;;-;1303;;;;;;;;;;;;;;;
Stripe;2010;2023;Payment;1.491.287;14.000;funding.abwa.or.id;Indonesia;;$500+;;-;1303;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;kohls.com;United States;$1b+;$10000+;1,000,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;aem.belk.com;United States;$1.6m+;$10000+;;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;cvs.com;United States;;$10000+;;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;tractorsupply.com;United States;$1b+;$10000+;5,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;tracfone.com;United States;;$10000+;;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;nationalgeographic.com;United States;;$10000+;0+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;about.bankofamerica.com;United States;$7b+;$10000+;400,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;cox.net;United States;;$10000+;;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;boatsandatvs.basspro.com;United States;$3.3m+;$10000+;200,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;boostmobile.com;United States;;$10000+;50,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;creditonebank.com;United States;;$5000+;2,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;kaiserpermanente.org;United States;;$10000+;500+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;citi.com;United States;$100m+;$10000+;300,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;toyota.com;United States;;$10000+;500,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;barclaycardus.com;United States;;$10000+;0+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;chase.com;United States;;$10000+;200,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;usa.canon.com;United States;;$10000+;150,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;cox.com;United States;;$10000+;10,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;nvidia.com;United States;$2b+;$10000+;1,000,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;officedepot.com;United States;;$10000+;20,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;navyfederal.org;United States;;$10000+;20,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;cybersource.com;United States;$1.0m+;$10000+;2,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;chipotle.com;United States;$719m+;$5000+;750,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;assets.nordstrom.com;United States;$1b+;$5000+;400,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;callofduty.com;United States;$75k+;$5000+;5,000,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;kp.org;United States;;$10000+;;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;tdameritrade.com;United States;;$10000+;100,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;go.travelandleisure.com;United States;;$5000+;2,000,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;nissanusa.com;United States;;$10000+;500,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;budget.com;United States;;$10000+;10,000+;Medium;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;cisco.com;United States;$4b+;$10000+;300,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;cancer.org;United States;$2.7m+;$10000+;100,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;bose.com;United States;$3.4m+;$10000+;100+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;bmwusa.com;United States;$72k+;$10000+;400,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;netspend.com;United States;;$10000+;10,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;optum.com;United States;;$10000+;10,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;kohler.com;United States;$3.5m+;$10000+;20,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;census.gov;United States;;$10000+;50,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;caesars.com;United States;$901m+;$10000+;5,000+;High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;tn.gov;United States;;$10000+;10,000+;Very High;16644;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;nuance.com;Germany;$113m+;$10000+;1,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;bmw.com;Germany;$100m+;$10000+;;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;bmwmotorcycles.com;Germany;;$5000+;5,000+;Medium;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;basf.com;Germany;$100m+;$10000+;1,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;dhl.com;Germany;$100m+;$10000+;10,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;zeiss.com;Germany;;$10000+;5,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;sap.com;Germany;$100m+;$10000+;10,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;siemens-info.com;Germany;;$5000+;100,000+;Medium;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;immobilienscout24.de;Germany;;$5000+;5,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;infosys.com;Germany;$100m+;$10000+;300,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;en.volkswagen.com;Germany;;$5000+;100,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;audi.com;Germany;;$10000+;2,000,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;allianzworldwidepartners.com;Germany;;$2000+;1,000+;-;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;mercedes-benz.com;Germany;;$10000+;2,000,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;eso.org;Germany;$2.4m+;$5000+;500+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;eurowings.com;Germany;$1.0m+;$10000+;20,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;all4shooters.com;Germany;;$2000+;100+;Medium;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;frankfurt-airport.com;Germany;;$2000+;20,000+;Very High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;postbank.de;Germany;;$10000+;1,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;bmwgroup.jobs;Germany;;$5000+;400,000+;-;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;deutsche-bank.de;Germany;;$5000+;400,000+;Medium;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;hypovereinsbank.de;Germany;;$5000+;1,000+;Medium;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;deutschebank.co.in;Germany;$548k+;$2000+;;Medium;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;gfps.com;Germany;;$5000+;;-;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;fa.com;Germany;;$2000+;5,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;goodyear.eu;Germany;;$5000+;10,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;softwareag.com;Germany;;$10000+;10,000+;High;4558;;;;;;;;;;;;;;;
Adobe Experience Manager;2012;2023;Content Management System;37.714;4.890;sonystyle.com.cn;Germany;$606k+;$5000+;;Medium;4558;;;;;;;;;;;;;;;
